ID,Name,InChI,InChIKey,SMILES,Solubility,SD,Ocurrences,Group,MolWt,MolLogP,MolMR,HeavyAtomCount,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumValenceElectrons,NumAromaticRings,NumSaturatedRings,NumAliphaticRings,RingCount,TPSA,LabuteASA,BalabanJ,BertzCT,Cleaned_SMILES
A-3772,Trimethylsulfoxonium iodide,"InChI=1S/C3H9OS.HI/c1-5(2,3)4;/h1-3H3;1H/q+1;/p-1",BPLKQGGAXWRFOE-UHFFFAOYSA-M,[I-].C[S+](C)(C)=O,-0.756884432,0.047324617,2,G3,220.075,-2.6207,25.8235,6,1,0,3,0,40,0,0,0,0,17.07,56.95522524,0.0,56.92878689,
A-3775,Cobalt sulfate heptahydrate,"InChI=1S/Co.H2O4S.7H2O/c;1-5(2,3)4;;;;;;;/h;(H2,1,2,3,4);7*1H2/q+2;;;;;;;;/p-2",MEYVLGVRTYSQHI-UHFFFAOYSA-L,O.O.O.O.O.O.O.[Co++].[O-][S]([O-])(=O)=O,0.12713323,0.0,1,G1,281.101,-7.1134,35.7712,13,4,0,13,0,95,0,0,0,0,300.76,83.69149003,-2.86e-09,93.2586864,
A-3776,sodium (dimethylcarbamothioyl)sulfanide,"InChI=1S/C3H7NS2.Na/c1-4(2)3(5)6;/h1-2H3,(H,5,6);/q;+1/p-1",VMSRVIHUFHQIAL-UHFFFAOYSA-M,[Na+].CN(C)C([S-])=S,0.416892192,0.0,1,G1,143.212,-2.6162,33.65,7,2,0,4,0,36,0,0,0,0,3.24,77.15621546,0.0,63.95524698,
A-3778,tris[4-(diethylamino)phenyl]methylium acetate,"InChI=1S/C31H42N3.C2H4O2/c1-7-32(8-2)28-19-13-25(14-20-28)31(26-15-21-29(22-16-26)33(9-3)10-4)27-17-23-30(24-18-27)34(11-5)12-6;1-2(3)4/h13-24H,7-12H2,1-6H3;1H3,(H,3,4)/q+1;/p-1",CBMNJIRTNNMVJC-UHFFFAOYSA-M,CCN(CC)c1ccc(cc1)[C+](c2ccc(cc2)N(CC)CC)c3ccc(cc3)N(CC)CC.CC([O-])=O,-0.139560898,0.0,1,G1,515.742,6.00059,161.239,38,5,0,5,12,204,3,0,0,3,49.85,230.2608113,1.18e-06,930.7842166,
A-3779,ammonium chloride,InChI=1S/ClH.H3N/h1H;1H3,NLXLAEXVIDQMFP-UHFFFAOYSA-N,[NH4+].[Cl-],0.842254104,0.013027078,2,G3,53.492,-2.6198,5.9848,2,0,1,2,0,16,0,0,0,0,36.5,19.65732138,0.0,2.0,
A-3781,3-morpholin-4-yloxadiazol-3-ium-5-amine chloride,"InChI=1S/C6H11N4O2.ClH/c7-6-5-10(8-12-6)9-1-3-11-4-2-9;/h5H,1-4,7H2;1H/q+1;/p-1",ZRFWHHCXSSACAW-UHFFFAOYSA-M,[Cl-].Nc1cn(n[o+]1)N2CCOCC2,0.147198317,0.0,1,G1,206.633,-3.6884,42.0824,13,5,1,7,1,74,1,1,1,2,67.61,81.58524588,8.45e-07,260.8918597,
A-3789,"p-[4,5-dihydro-4-[[2-methoxy-5-methyl-4-[[2-(sulphooxy)ethyl]sulphonyl]phenyl]azo]-3-methyl-5-oxo-1H-pyrazol-1-yl]benzenesulphonic acid, sodium salt","InChI=1S/C20H22N4O11S3.2Na/c1-12-10-16(17(34-3)11-18(12)36(26,27)9-8-35-38(31,32)33)21-22-19-13(2)23-24(20(19)25)14-4-6-15(7-5-14)37(28,29)30;;/h4-7,10-11,19H,8-9H2,1-3H3,(H,28,29,30)(H,31,32,33);;/q;2*+1/p-2",VMRASBDRVJTOLR-UHFFFAOYSA-L,[Na+].[Na+].COc1cc(c(C)cc1N=NC2C(=NN(C2=O)c3ccc(cc3)[S]([O-])(=O)=O)C)[S](=O)(=O)CCO[S]([O-])(=O)=O,-0.239003926,0.0,1,G1,634.578,-4.95878,128.7372,40,14,0,20,10,206,2,0,1,3,224.39,274.7813592,4e-06,1644.877001,
A-3793,sodium 4-[(3-amino-4-methylbenzoyl)amino]benzenesulfonate,"InChI=1S/C14H14N2O4S.Na/c1-9-2-3-10(8-13(9)15)14(17)16-11-4-6-12(7-5-11)21(18,19)20;/h2-8H,15H2,1H3,(H,16,17)(H,18,19,20);/q;+1/p-1",QJGAGCZWQGHNDW-UHFFFAOYSA-M,[Na+].Cc1ccc(cc1N)C(=O)Nc2ccc(cc2)[S]([O-])(=O)=O,-0.949277587,0.0,1,G1,328.325,-1.26238,77.9498,22,5,2,8,3,110,2,0,0,2,112.32,150.3116922,2.42e-06,788.9901783,
A-3798,potassium chloride,InChI=1S/ClH.K/h1H;/q;+1/p-1,WCUXLLCKKVVCTQ-UHFFFAOYSA-M,[Cl-].[K+],0.67777488,0.019303695,4,G5,74.551,-5.992,0.0,2,0,0,2,0,8,0,0,0,0,0.0,62.44413571,0.0,2.0,
A-3811,sodium hydrogen-5-sulphoisophthalate,"InChI=1S/C8H6O7S.Na/c9-7(10)4-1-5(8(11)12)3-6(2-4)16(13,14)15;/h1-3H,(H,9,10)(H,11,12)(H,13,14,15);/q;+1/p-1",YXTFRJVQOWZDPP-UHFFFAOYSA-M,[Na+].OC(=O)c1cc(cc(c1)[S]([O-])(=O)=O)C(O)=O,0.109395948,0.0,1,G1,268.178,-3.0089,48.3238,17,5,2,9,3,86,1,0,0,1,131.8,118.1148347,2.56e-06,530.9864683,
A-3812,"hexasodium 8-{[(2E)-6-chloro-4-[(4-{[(4Z)-6-chloro-4-({8-oxido-6-sulfo-3-sulfonato-7-[(E)-2-(2-sulfonatophenyl)diazen-1-yl]naphthalen-1-yl}imino)-4,5-dihydro-1,3,5-triazin-2-yl]amino}phenyl)amino]-1,2-dihydro-1,3,5-triazin-2-ylidene]amino}-3-sulfo-6-sulfonato-2-[(E)-2-(2-sulfonatophenyl)diazen-1-yl]naphthalen-1-olate","InChI=1S/C44H30Cl2N14O20S6.6Na/c45-39-51-41(55-43(53-39)49-27-17-23(81(63,64)65)13-19-15-31(85(75,76)77)35(37(61)33(19)27)59-57-25-5-1-3-7-29(25)83(69,70)71)47-21-9-11-22(12-10-21)48-42-52-40(46)54-44(56-42)50-28-18-24(82(66,67)68)14-20-16-32(86(78,79)80)36(38(62)34(20)28)60-58-26-6-2-4-8-30(26)84(72,73)74;;;;;;/h1-18,57-58H,(H,63,64,65)(H,66,67,68)(H,69,70,71)(H,72,73,74)(H,75,76,77)(H,78,79,80)(H2,47,49,51,53,55)(H2,48,50,52,54,56);;;;;;/q;6*+1/p-6/b59-35-,60-36-;;;;;;",MPEFHPPVCSSFRQ-IGHLAAJMSA-H,[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[O-][S](=O)(=O)c1cc(Nc2nc(Cl)nc(Nc3ccc(Nc4nc(Cl)nc(Nc5cc(cc6C=C(/C(=N/Nc7ccccc7[S]([O-])(=O)=O)C(=O)c56)[S]([O-])(=O)=O)[S]([O-])(=O)=O)n4)cc3)n2)c8C(=O)C(=N/Nc9ccccc9[S]([O-])(=O)=O)\C(=Cc8c1)[S]([O-])(=O)=O,-0.630380903,0.0,1,G1,1470.002,-14.9208,292.9924,92,34,6,48,18,446,7,0,2,9,551.58,662.8324053,3.68e-06,4685.129638,
A-3817,methyl(triphenyl)phosphonium bromide,"InChI=1S/C19H18P.BrH/c1-20(17-11-5-2-6-12-17,18-13-7-3-8-14-18)19-15-9-4-10-16-19;/h2-16H,1H3;1H/q+1;/p-1",LSEFCHWGJNHZNT-UHFFFAOYSA-M,[Br-].C[P+](c1ccccc1)(c2ccccc2)c3ccccc3,-0.018923033,0.0,1,G1,357.231,0.6143,91.072,21,0,0,2,3,106,3,0,0,3,0.0,137.5078162,1.61e-06,569.0392461,
A-3819,1-methylpyridinium chloride,"InChI=1S/C6H8N.ClH/c1-7-5-3-2-4-6-7;/h2-6H,1H3;1H/q+1;/p-1",QAIGYXWRIHZZAA-UHFFFAOYSA-M,[Cl-].C[n+]1ccccc1,0.420182889,0.0,1,G1,129.59,-2.4849,27.618,8,0,0,2,0,44,1,0,0,1,3.88,55.37905795,4.9e-07,138.4558852,
A-3820,"trisodium 7-{2-[2-(carbamoylamino)-4-{[4-({2-[2-(ethenesulfonyl)ethoxy]ethyl}amino)-6-fluoro-1,3,5-triazin-2-yl]amino}phenyl]diazen-1-yl}naphthalene-1,3,6-trisulfonate","InChI=1S/C26H26FN9O13S4.3Na/c1-2-50(38,39)8-7-49-6-5-29-25-32-23(27)33-26(34-25)30-15-3-4-18(19(11-15)31-24(28)37)35-36-20-13-17-14(10-22(20)53(46,47)48)9-16(51(40,41)42)12-21(17)52(43,44)45;;;/h2-4,9-13H,1,5-8H2,(H3,28,31,37)(H,40,41,42)(H,43,44,45)(H,46,47,48)(H2,29,30,32,33,34);;;/q;3*+1/p-3",BTCMRMVIDXSNEW-UHFFFAOYSA-K,[Na+].[Na+].[Na+].NC(=O)Nc1cc(Nc2nc(F)nc(NCCOCC[S](=O)(=O)C=C)n2)ccc1N=Nc3cc4c(cc(cc4[S]([O-])(=O)=O)[S]([O-])(=O)=O)cc3[S]([O-])(=O)=O,-0.414559724,0.0,1,G1,885.756,-7.4754,178.0219,56,20,4,30,16,284,4,0,0,4,357.54,384.3795549,5.23e-06,2607.263527,
A-3822,hydroxyazanium chloride,"InChI=1S/ClH.H3NO/c;1-2/h1H;2H,1H2",WTDHULULXKLSOZ-UHFFFAOYSA-N,[H+].[Cl-].NO,0.689550356,0.0,1,G1,69.491,-3.5492,7.0859,3,2,2,3,0,22,0,0,0,0,46.25,26.10036348,-5e-09,8.0,
A-3832,tris(2-hydroxyethanaminium) citrate,"InChI=1S/C6H8O7.3C2H7NO/c7-3(8)1-6(13,5(11)12)2-4(9)10;3*3-1-2-4/h13H,1-2H2,(H,7,8)(H,9,10)(H,11,12);3*4H,1-3H2",USDOPHAAWSJWLS-UHFFFAOYSA-N,[NH3+]CCO.[NH3+]CCO.[NH3+]CCO.OC(CC([O-])=O)(CC([O-])=O)C([O-])=O,-0.050160116,0.0,1,G1,375.375,-10.5908,73.7275,25,10,7,13,8,152,0,0,0,0,284.23,143.8349824,-1.5e-07,309.5929113,
A-3833,sodium 2-[(2-aminoethyl)amino]ethanesulfonate,"InChI=1S/C4H12N2O3S.Na/c5-1-2-6-3-4-10(7,8)9;/h6H,1-5H2,(H,7,8,9);/q;+1/p-1",VRRABDXZDGRGPC-UHFFFAOYSA-M,[Na+].NCCNCC[S]([O-])(=O)=O,0.244535954,0.0,1,G1,190.2,-4.9161,36.4883,11,5,2,7,5,62,0,0,0,0,95.25,88.76586588,0.0,170.1759841,
A-3834,"trisodium 2-[(E)-2-{4-[(E)-2-{4-[(4-amino-6-chloro-1,3,5-triazin-2-yl)amino]-5-sulfonatonaphthalen-1-yl}diazen-1-yl]-2,5-dimethylphenyl}diazen-1-yl]benzene-1,4-disulfonate","InChI=1S/C27H22ClN9O9S3.3Na/c1-13-11-20(36-37-21-12-15(47(38,39)40)6-9-22(21)48(41,42)43)14(2)10-19(13)35-34-17-7-8-18(30-27-32-25(28)31-26(29)33-27)24-16(17)4-3-5-23(24)49(44,45)46;;;/h3-12H,1-2H3,(H,38,39,40)(H,41,42,43)(H,44,45,46)(H3,29,30,31,32,33);;;/q;3*+1/p-3",QODWDUXKFKJVCQ-UHFFFAOYSA-K,[Na+].[Na+].[Na+].Cc1cc(N=Nc2cc(ccc2[S]([O-])(=O)=O)[S]([O-])(=O)=O)c(C)cc1N=Nc3ccc(Nc4nc(N)nc(Cl)n4)c5c3cccc5[S]([O-])(=O)=O,-0.386945691,0.0,1,G1,814.127,-3.82406,171.0797,52,18,2,25,9,254,5,0,0,5,297.76,367.8858601,3.12e-06,2562.694494,
A-3835,potassium 3-(acryloyloxy)propane-1-sulfonate,"InChI=1S/C6H10O5S.K/c1-2-6(7)11-4-3-5-12(8,9)10;/h2H,1,3-5H2,(H,8,9,10);/q;+1/p-1",VSFOXJWBPGONDR-UHFFFAOYSA-M,[K+].[O-][S](=O)(=O)CCCOC(=O)C=C,1.156268325,0.0,1,G1,232.298,-3.3451,40.3372,13,5,0,7,5,70,0,0,0,0,83.5,119.7006266,0.0,258.1981765,
A-3836,"trisodium 1-amino-4-[[3-[[4-chloro-6-[(3-sulphonatophenyl)amino]-1,3,5-triazin-2-yl]amino]-2,4,6-trimethyl-5-sulphonatophenyl]amino]-9,10-dihydro-9,10-dioxoanthracene-2-sulphonate","InChI=1S/C32H26ClN7O11S3.3Na/c1-13-25(36-20-12-21(53(46,47)48)24(34)23-22(20)27(41)18-9-4-5-10-19(18)28(23)42)14(2)29(54(49,50)51)15(3)26(13)37-32-39-30(33)38-31(40-32)35-16-7-6-8-17(11-16)52(43,44)45;;;/h4-12,36H,34H2,1-3H3,(H,43,44,45)(H,46,47,48)(H,49,50,51)(H2,35,37,38,39,40);;;/q;3*+1/p-3",ZUCXUTRTSQLRCV-UHFFFAOYSA-K,[Na+].[Na+].[Na+].Cc1c(Nc2nc(Cl)nc(Nc3cccc(c3)[S]([O-])(=O)=O)n2)c(C)c(c(C)c1Nc4cc(c(N)c5C(=O)c6ccccc6C(=O)c45)[S]([O-])(=O)=O)[S]([O-])(=O)=O,-0.424427985,0.0,1,G1,882.198,-5.23704,189.8311,57,18,4,25,9,280,5,0,1,6,306.52,396.8794979,2.9e-06,2850.792291,
A-3837,"trisodium 1-amino-4-{[3-({4-chloro-6-[(2-sulfonatophenyl)amino]-1,3,5-triazin-2-yl}amino)-2,4,6-trimethyl-5-sulfonatophenyl]amino}-9,10-dioxo-9,10-dihydroanthracene-2-sulfonate","InChI=1S/C32H26ClN7O11S3.3Na/c1-13-25(35-19-12-21(53(46,47)48)24(34)23-22(19)27(41)16-8-4-5-9-17(16)28(23)42)14(2)29(54(49,50)51)15(3)26(13)37-32-39-30(33)38-31(40-32)36-18-10-6-7-11-20(18)52(43,44)45;;;/h4-12,35H,34H2,1-3H3,(H,43,44,45)(H,46,47,48)(H,49,50,51)(H2,36,37,38,39,40);;;/q;3*+1/p-3",GWZGQKXBZOLBKS-UHFFFAOYSA-K,[Na+].[Na+].[Na+].Cc1c(Nc2nc(Cl)nc(Nc3ccccc3[S]([O-])(=O)=O)n2)c(C)c(c(C)c1Nc4cc(c(N)c5C(=O)c6ccccc6C(=O)c45)[S]([O-])(=O)=O)[S]([O-])(=O)=O,-0.424427985,0.0,1,G1,882.198,-5.23704,189.8311,57,18,4,25,9,280,5,0,1,6,306.52,396.8794979,2.9e-06,2850.792291,
A-3846,"hexasodium;(3~{Z})-5-[[4-morpholin-4-yl-6-[4-[(~{E})-2-[4-[[4-morpholin-4-yl-6-[[(7~{Z})-8-oxo-7-(phenylhydrazinylidene)-3,6-disulfonatonaphthalen-1-yl]amino]-1,3,5-triazin-2-yl]amino]-2-sulfonatophenyl]ethenyl]-3-sulfonatoanilino]-1,3,5-triazin-2-yl]amino]-4-oxo-3-(phenylhydrazinylidene)naphthalene-2,7-disulfonate","InChI=1S/C60H52N16O22S6.6Na/c77-53-49-35(27-47(103(91,92)93)51(53)73-71-37-7-3-1-4-8-37)25-41(99(79,80)81)31-43(49)63-57-65-55(67-59(69-57)75-17-21-97-22-18-75)61-39-15-13-33(45(29-39)101(85,86)87)11-12-34-14-16-40(30-46(34)102(88,89)90)62-56-66-58(70-60(68-56)76-19-23-98-24-20-76)64-44-32-42(100(82,83)84)26-36-28-48(104(94,95)96)52(54(78)50(36)44)74-72-38-9-5-2-6-10-38;;;;;;/h1-16,25-32,71-72H,17-24H2,(H,79,80,81)(H,82,83,84)(H,85,86,87)(H,88,89,90)(H,91,92,93)(H,94,95,96)(H2,61,63,65,67,69)(H2,62,64,66,68,70);;;;;;/q;6*+1/p-6/b12-11+,73-51+,74-52+;;;;;;",XGUYBIZUGAOMJN-NSVLGCOKSA-H,C1N(CCOC1)C2=NC(=NC(=N2)NC3=C4C(=O)/C(=N/NC5=CC=CC=C5)/C(=CC4=CC(=C3)S(=O)(=O)[O-])S(=O)(=O)[O-])NC6=CC(=C(C=C6)/C=C/C7=C(C=C(C=C7)NC8=NC(=NC(=N8)N9CCOCC9)NC1=C2C(=O)/C(=N/NC3=CC=CC=C3)/C(=CC2=CC(=C1)S(=O)(=O)[O-])S(=O)(=O)[O-])S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],-1.144796153,0.0,1,G1,1673.46,-14.384,364.4064,110,38,6,50,22,540,8,2,4,12,576.52,759.9778807,3.15e-06,5449.668544,
A-3850,"sodium 3,5-bis(methoxycarbonyl)benzene-1-sulfonate","InChI=1S/C10H10O7S.Na/c1-16-9(11)6-3-7(10(12)17-2)5-8(4-6)18(13,14)15;/h3-5H,1-2H3,(H,13,14,15);/q;+1/p-1",LLHSEQCZSNZLRI-UHFFFAOYSA-M,[Na+].COC(=O)c1cc(cc(c1)[S]([O-])(=O)=O)C(=O)OC,-0.966481992,0.0,1,G1,296.232,-2.8321,57.0842,19,7,0,9,3,98,1,0,0,1,109.8,131.4833419,3.24e-06,559.645773,
A-3852,sodium chloride,InChI=1S/ClH.Na/h1H;/q;+1/p-1,FAPWRFPIFSIZLT-UHFFFAOYSA-M,[Na+].[Cl-],0.734326761,0.0,1,G1,58.443,-5.992,0.0,2,0,0,2,0,8,0,0,0,0,0.0,41.93497064,0.0,2.0,
A-3853,dilithium pentanedioate,"InChI=1S/C5H8O4.2Li/c6-4(7)2-1-3-5(8)9;;/h1-3H2,(H,6,7)(H,8,9);;/q;2*+1/p-2",PLYZFCVUMQOYCR-UHFFFAOYSA-L,[Li+].[Li+].[O-]C(=O)CCCC([O-])=O,0.342754077,0.0,1,G1,143.981,-8.3355,23.865,11,4,0,6,4,52,0,0,0,0,80.26,88.70566224,-3.2e-07,111.6508252,
A-3855,5-benzoyl-4-hydroxy-2-methoxybenzene-1-sulfonic acid,"InChI=1S/C14H12O6S.Na/c1-20-12-8-11(15)10(7-13(12)21(17,18)19)14(16)9-5-3-2-4-6-9;/h2-8,15H,1H3,(H,17,18,19);/q;+1/p-1",KJCLYACXIWMFCC-UHFFFAOYSA-M,[Na+].COc1cc(O)c(cc1[S]([O-])(=O)=O)C(=O)c2ccccc2,-0.022384851,0.0,1,G1,330.293,-1.4601,72.4965,22,6,1,8,4,110,2,0,0,2,103.73,149.3297183,2.42e-06,786.4804033,
A-3867,N-methylmethanaminium chloride,"InChI=1S/C2H7N.ClH/c1-3-2;/h3H,1-2H3;1H",IQDGSYLLQPDQDV-UHFFFAOYSA-N,[H+].[Cl-].CNC,1.565718592,0.0,1,G1,81.546,-3.0479,16.0957,4,1,1,2,0,28,0,0,0,0,12.03,34.29194695,-2e-08,9.609640474,
A-3870,"trisodium 8-hydroxypyrene-1,3,6-trisulfonate","InChI=1S/C16H10O10S3.3Na/c17-11-5-12(27(18,19)20)8-3-4-10-14(29(24,25)26)6-13(28(21,22)23)9-2-1-7(11)15(8)16(9)10;;;/h1-6,17H,(H,18,19,20)(H,21,22,23)(H,24,25,26);;;/q;3*+1/p-3",KXXXUIKPSVVSAW-UHFFFAOYSA-K,[Na+].[Na+].[Na+].Oc1cc(c2ccc3c4c(ccc1c24)c(cc3[S]([O-])(=O)=O)[S]([O-])(=O)=O)[S]([O-])(=O)=O,-0.242535631,0.0,1,G1,524.393,-7.9861,95.7004,32,10,1,16,3,152,4,0,0,4,191.83,248.3757622,1.71e-06,1630.112194,
A-3874,"disodium 2,2'-ethene-1,2-diylbis[5-({4-anilino-6-[(2-hydroxyethyl)amino]-1,3,5-triazin-2-yl}amino)benzenesulfonate]","InChI=1S/C36H36N12O8S2.2Na/c49-19-17-37-31-43-33(39-25-7-3-1-4-8-25)47-35(45-31)41-27-15-13-23(29(21-27)57(51,52)53)11-12-24-14-16-28(22-30(24)58(54,55)56)42-36-46-32(38-18-20-50)44-34(48-36)40-26-9-5-2-6-10-26;;/h1-16,21-22,49-50H,17-20H2,(H,51,52,53)(H,54,55,56)(H3,37,39,41,43,45,47)(H3,38,40,42,44,46,48);;/q;2*+1/p-2/b12-11+;;",HIMNALZNLAOESZ-YHPRVSEPSA-L,[Na+].[Na+].OCCNc1nc(Nc2ccccc2)nc(Nc3ccc(\C=C\c4ccc(Nc5nc(NCCO)nc(Nc6ccccc6)n5)cc4[S]([O-])(=O)=O)c(c3)[S]([O-])(=O)=O)n1,-1.4592144,0.0,1,G1,872.858,-2.174,214.5582,60,20,8,24,18,300,6,0,0,6,304.38,388.5065236,3.97e-06,2455.935985,
A-3877,"Sulfuric acid, mono-C12-18-alkyl esters, sodium salts","InChI=1S/C15H32O4S.Na/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-19-20(16,17)18;/h2-15H2,1H3,(H,16,17,18);/q;+1/p-1",SMECTXYFLVLAJE-UHFFFAOYSA-M,[Na+].CCCCCCCCCCCCCCCO[S]([O-])(=O)=O,-1.042005529,0.460409377,2,G3,330.466,1.5584,81.3442,21,4,0,6,15,122,0,0,0,0,66.43,153.2130254,0.0,294.0487427,
A-3891,sodium 6-amino-4-hydroxy-5-[(E)-2-[2-(trifluoromethyl)phenyl]diazen-1-yl]naphthalene-2-sulfonate,"InChI=1S/C17H12F3N3O4S.Na/c18-17(19,20)11-3-1-2-4-13(11)22-23-16-12(21)6-5-9-7-10(28(25,26)27)8-14(24)15(9)16;/h1-8,21-23H,(H,25,26,27);/q;+1/p-1",GVCNKWIFAPJNDM-UHFFFAOYSA-M,[Na+].[O-][S](=O)(=O)C1=CC(=O)C2=C(NNc3ccccc3C(F)(F)F)C(=N)C=CC2=C1,-2.068630062,0.0,1,G1,433.343,-0.59223,92.9653,29,7,3,12,4,146,1,0,2,3,122.18,185.1310673,3e-06,1118.977453,
A-3937,aluminum tris(4-oxopent-2-en-2-olate),"InChI=1S/3C5H8O2.Al/c3*1-4(6)3-5(2)7;/h3*3,6H,1-2H3;/q;;;+3/p-3",KILURZWTCGSYRE-UHFFFAOYSA-K,[Al+3].CC([O-])=CC(C)=O.CC([O-])=CC(C)=O.CC([O-])=CC(C)=O,-2.033837746,0.0,1,G1,324.309,-0.8623,79.068,22,6,0,7,3,120,0,0,0,0,120.39,141.5320744,-1.08e-07,368.3806002,
A-3941,"2-[[4,5-dihydro-3-methyl-5-oxo-1-[4-[[2-(sulphooxy)ethyl]sulphonyl]phenyl]-1H-pyrazol-4-yl]azo]naphthalene-1,5-disulphonic acid, potassium sodium salt","InChI=1S/C22H22N4O13S4.K.Na/c1-13-20(22(27)26(25-13)14-5-7-15(8-6-14)40(28,29)12-11-39-43(36,37)38)24-23-18-10-9-16-17(21(18)42(33,34)35)3-2-4-19(16)41(30,31)32;;/h2-10,20,22,27H,11-12H2,1H3,(H,30,31,32)(H,33,34,35)(H,36,37,38);;/q;2*+1/p-2",GARUHJAOVJVADA-UHFFFAOYSA-L,[Na+].[K+].CC1=NN(C(O)C1N=Nc2ccc3c(cccc3[S]([O-])(=O)=O)c2[S](O)(=O)=O)c4ccc(cc4)[S](=O)(=O)CCO[S]([O-])(=O)=O,-0.392839827,0.0,1,G1,738.773,-5.0841,145.7686,45,16,2,23,10,232,3,0,1,4,272.69,322.390107,3.53e-06,2093.780377,
A-3944,"trisodium 8-{[(2E)-4-chloro-6-[ethyl(phenyl)amino]-1,2-dihydro-1,3,5-triazin-2-ylidene]amino}-2-[(E)-2-(1-sulfonaphthalen-2-yl)diazen-1-yl]-3,6-disulfonatonaphthalen-1-olate","InChI=1S/C31H24ClN7O10S3.3Na/c1-2-39(19-9-4-3-5-10-19)31-35-29(32)34-30(36-31)33-23-16-20(50(41,42)43)14-18-15-24(51(44,45)46)26(27(40)25(18)23)38-37-22-13-12-17-8-6-7-11-21(17)28(22)52(47,48)49;;;/h3-16,37H,2H2,1H3,(H,41,42,43)(H,44,45,46)(H,47,48,49)(H,33,34,35,36);;;/q;3*+1/p-3/b38-26+;;;",YTFISNAZHFSCHA-AWMFZBAVSA-K,[Na+].[Na+].[Na+].CCN(c1ccccc1)c2nc(Cl)nc(Nc3cc(cc4C=C(\C(=N/Nc5ccc6ccccc6c5[S]([O-])(=O)=O)C(=O)c34)[S]([O-])(=O)=O)[S]([O-])(=O)=O)n2,-0.459235549,0.0,1,G1,852.172,-5.0495,186.6205,55,17,2,24,10,268,5,0,1,6,267.0,385.7534245,2.71e-06,2709.690951,
A-3949,"sodium 3-[2-(1,5-dioxonaphthalen-2-yl)hydrazinyl]-4-hydroxybenzenesulfonate","InChI=1S/C16H12N2O6S.Na/c19-14-3-1-2-11-10(14)5-6-12(16(11)21)17-18-13-8-9(25(22,23)24)4-7-15(13)20;/h1-8,17-18,20H,(H,22,23,24);/q;+1/p-1",GJJYQFJLFUEXMR-UHFFFAOYSA-M,[Na+].Oc1ccc(cc1NNC2=CC=C3C(=O)C=CC=C3C2=O)[S]([O-])(=O)=O,-0.901196004,0.0,1,G1,382.329,-2.3249,86.2314,26,8,3,10,4,128,1,0,2,3,135.63,170.5399238,2.43e-06,1021.175608,
A-3961,dipotassium 2-dodecanamidoacetate 2-tetradecanamidoacetate,"InChI=1S/C16H31NO3.C14H27NO3.2K/c1-2-3-4-5-6-7-8-9-10-11-12-13-15(18)17-14-16(19)20;1-2-3-4-5-6-7-8-9-10-11-13(16)15-12-14(17)18;;/h2-14H2,1H3,(H,17,18)(H,19,20);2-12H2,1H3,(H,15,16)(H,17,18);;/q;;2*+1/p-2",AFUMULMCCJZCMZ-UHFFFAOYSA-L,[K+].[K+].CCCCCCCCCCCCCC(=O)NCC([O-])=O.CCCCCCCCCCCC(=O)NCC([O-])=O,-0.3429717,0.0,1,G1,618.982,-1.665,148.9554,40,6,2,10,26,224,0,0,0,0,138.46,329.5078132,-3.1e-07,594.5462499,
A-3967,"Benzenesulfonic acid, mono-C11-13-branched alkyl derivs., sodium salts","InChI=1S/C18H30O3S.Na/c1-3-5-9-16(4-2)10-7-6-8-11-17-12-14-18(15-13-17)22(19,20)21;/h12-16H,3-11H2,1-2H3,(H,19,20,21);/q;+1/p-1",HLZPFMSGWIVXAK-UHFFFAOYSA-M,[Na+].CCCCC(CC)CCCCCc1ccc(cc1)[S]([O-])(=O)=O,-0.096905651,0.0,1,G1,348.484,1.914,89.8832,23,3,0,5,11,126,1,0,0,1,57.2,163.8527441,4.84e-06,511.5731649,
